Close,High,Low,Open,Volume
152.7242889404297,155.57119313377925,139.69577755111732,143.29394142508272,480249700
149.27438354492188,153.4458828078449,147.50496328098743,150.8164665864947,330758800
151.02694702148438,154.76920637226561,149.34392280711089,149.4429153453413,316792400
145.24525451660156,149.7894243470033,144.26513323484133,148.70040070060304,213742300
149.52212524414062,149.60132834219667,142.46330585927703,146.23527976026992,273994900
147.01736450195312,154.73949171930414,146.13625093512175,152.25454208552398,313350800
153.45249938964844,155.17513288563387,146.2253786551691,146.33428103318738,410426600
158.6500701904297,160.52119989918222,152.6109663122094,153.52179436142123,350100100
163.25363159179688,163.35263923391068,154.42269072598557,158.34316071443533,267939700
163.01605224609375,165.17428006115261,160.1846056376165,162.62994657704897,200156300
163.560546875,164.65946521821587,158.18475224258344,159.80837784723667,263326300
163.3724365234375,166.48108600645403,162.3923152932698,163.4417297846816,249953100
167.9859161376953,168.1542321598927,161.1746159850735,163.3526482741057,256274000
171.83705139160156,172.55975870309268,162.66949532294194,167.58987510712325,360586400
170.84706115722656,172.84688251614526,169.29272885176314,170.75794824009085,250026700
173.6510467529297,174.87044639396197,168.95187514814722,171.66827622173116,258597700
173.91873168945312,174.25581421879875,169.0510409218112,172.48122589956276,250355000
179.39117431640625,180.21402596420296,175.04891681213016,175.43555648978503,286437400
179.40109252929688,183.35671023857302,175.7924506024569,181.0567041833373,347825100
183.32696533203125,185.37914013584773,179.4109964765133,179.70841508787873,333335700
185.07179260253906,185.94421646985703,181.01703053006636,182.8213589597761,203639400
192.2990264892578,192.80462759541973,183.63431268161142,185.2205353662875,281453200
189.03732299804688,192.20976774534046,187.5700771351931,192.1106231742359,170250800
189.04730224609375,190.04859614905743,184.9925392067351,187.62961312364436,250226700
190.2864990234375,196.52230597391681,189.58260879656223,190.24683513968543,310880300
194.14300537109375,195.5011985330586,190.59384381149476,191.7438545100479,225884500
180.42222595214844,195.03523638309082,180.35282171627148,194.37101001144254,301423400
176.25839233398438,181.5524015280834,175.0290841981264,180.5610161915065,332452600
173.22042846679688,178.38259060241464,170.70883778094841,176.67510398980588,261440200
177.31045532226562,180.22906665283466,172.47589371488112,173.79621860955606,247514300
188.0814971923828,188.538141753245,177.2508746312694,178.7796629383421,264165600
176.88356018066406,188.5977067500579,172.27732129294253,186.91007893065114,305075900
173.73663330078125,178.98815209156203,172.3170451576292,178.75982979780503,403692100
173.5182342529297,178.3925130923936,172.595008134913,175.19594036185953,297294000
169.9642791748047,175.68236384284245,166.4003885765256,172.9325141785832,285792000
176.19859313964844,176.69495515352654,169.5771256922464,169.97420924424227,260531400
177.54872131347656,181.0133189224426,174.52090960891127,175.52355555301352,241810100
171.62216186523438,177.77704877963757,171.38390260775535,175.46399961199887,288323000
166.9960479736328,172.74391380148688,164.46459850939488,169.6664782048447,286078100
175.36471557617188,176.48649871639785,166.67837923703408,167.79024058892625,310010400
185.0437774658203,185.2125539031487,174.92793099402846,175.09669228358828,303608500
188.55792236328125,189.82034718233146,183.1106315432835,184.7110235838987,262862000
188.83624267578125,191.77856862797194,188.1205384889839,188.75671830305674,148305600
190.09866333007812,190.94358133250466,187.06686304437616,188.78653396011288,216455900
194.54197692871094,194.82030462884575,186.33126427156765,188.8461635984643,251962600
196.39089965820312,198.4286530216921,190.27759406456468,191.95751048703903,379133100
192.444580078125,196.50021684398453,191.81833513340536,194.91970977825898,232314100
191.38096618652344,193.49825905017718,189.94955778110815,192.4545224905849,153685700
180.0987091064453,187.31539107877012,179.09474225448028,186.0330813146205,275190100
184.81040954589844,185.93367044971833,180.41679035570985,181.0032655381002,238352300
190.41676330566406,190.8044351704297,179.22396869218832,181.0728687782377,259667200
191.27162170410156,195.20799481151357,190.79449062577763,191.15234272645145,255536900
184.7408447265625,191.05293853412107,178.18022776276848,190.86407003601647,325876200
187.72293090820312,189.90979806078744,184.7308851734748,187.0270964420745,252715800
181.45321655273438,187.78332781092107,180.49773665739247,187.53450270672676,268077800
181.6622314453125,184.1703774935557,179.1540702099906,180.93565122587532,192607200
178.81565856933594,183.05563245174923,176.54637506189474,181.38353520924628,354310800
169.9276123046875,176.0686132009,167.6981494004618,175.32213799198647,393109900
171.80873107910156,173.56046930799894,169.4896795825833,172.12723446147461,367031800
171.47035217285156,177.83032113901686,169.26078406375387,174.74489900270237,361530400
170.67408752441406,172.78413444228894,168.653629173793,169.7683758130535,237622700
168.7830352783203,171.11203445384106,167.43937373017013,170.3854694502801,239021300
175.7202911376953,177.52178245719062,166.3246527991439,168.23562777166774,322249600
164.2245635986328,175.79991194123798,163.3088890664717,174.53587619933919,309039200
168.5043487548828,170.53475474394267,163.99563947900361,164.74211472583232,241302700
182.5181884765625,186.12117099096088,168.3152478068489,172.55522195672785,441926300
182.1897430419922,184.22014919556563,179.5720981044867,181.4930357925836,300675100
189.23399353027344,190.45988438725337,184.00157929114755,184.8188398624675,288966500
189.3436279296875,192.1741264620115,186.00485840480843,188.69581128972396,208619700
191.6060333251953,192.35352110149645,188.46659074780158,190.8685065778142,230454300
196.23048400878906,196.28031956711487,191.87512690776794,192.2538436941542,245994400
211.77822875976562,219.46239409412956,191.5063500005715,196.240438948775,635755100
206.7949981689453,218.2166033028229,206.4162661482939,212.65529221367896,506265500
209.91448974609375,215.34624626528088,205.89799009247443,207.02420984314057,335969500
225.5818328857422,225.69146503075916,211.21013689833188,211.37956563014407,216231300
229.76776123046875,232.29926159426296,222.50218698946944,226.32932062087914,287546800
223.5586395263672,236.43536033582674,221.52547948600096,235.6878725668031,278397600
217.2299041748047,227.01700212700396,213.901080644156,226.24957714458293,242932200
219.12355041503906,224.84432899946665,215.027316796154,216.23327043225223,296061500
215.51568603515625,216.05387055494424,195.34347664556446,198.4231227040625,342088200
225.29281616210938,226.07020222368163,214.87782297665973,215.3462498608991,214898200
226.3418426513672,227.8385485650427,222.55018462499993,225.22430710791238,188124900
228.49710083007812,232.40849042336728,223.3983221195748,226.26201453736442,209486100
220.33506774902344,228.49709646301807,217.00239110276092,228.0480877464654,179069200
222.01136779785156,223.54797910505988,216.2340899147292,220.33506455362428,237622900
227.6988525390625,232.57811312113958,213.4502137143977,216.06445512465,550232800
227.2897491455078,229.01596089620384,223.52803931428423,226.8407404247703,210673500
226.30194091796875,232.48832241793943,222.5302431714426,229.53481600054536,221996800
227.05029296875,229.24545862434056,220.84395115162684,224.00698786143397,164894900
234.4839324951172,236.96846985669828,228.0979931896176,228.19776445125586,218141000
230.9018096923828,236.3298654746461,227.25981623484415,233.93512692202899,197299900
222.4204864501953,234.21452145014717,219.78628458026085,232.8076294246506,248222000
226.4615936279297,228.15785731612607,219.22751491258845,220.50470276430903,208083400
224.7528839111328,228.61862863695455,221.25672793918184,224.7528839111328,223817700
229.61753845214844,230.46661102927646,224.92270331527985,225.0026172836474,196344000
237.06935119628906,237.5488197625333,229.48769066654776,231.2058028744564,198118800
242.5732879638672,244.3613305629988,236.89953355869156,237.00941335663836,208286500
247.85748291015625,250.5245486116302,241.48448520697542,241.5643991717649,192702600
254.21051025390625,254.71994465608725,245.42017186050566,247.7176489195354,368202900
255.30929565429688,259.8143523198696,252.78207543596488,254.49020414184895,133685900
243.0927276611328,253.2215906785954,241.55442569052568,251.95298120308783,171023000
236.58987426757812,247.0583598390734,232.74409661721964,244.041672430601,185241400
229.7274169921875,238.6975655563028,227.77956165526925,233.27352120362022,269145400
222.5353240966797,226.78065640924447,219.13906434344014,223.7539854151784,277129600
235.74081420898438,246.91852728753366,223.73401084463939,223.77397545038176,372790500
227.3800048828125,233.74300400322835,225.45211662479315,229.73741356705622,227383400
244.3313751220703,245.2803287399519,226.95047545747516,229.3178829790059,226587600
245.5500030517578,248.69000244140625,241.83999633789062,244.14999389648438,166541000
241.83999633789062,250.0,230.1999969482422,244.92999267578125,241760300
239.07000732421875,244.02999877929688,229.22999572753906,241.7899932861328,239653700
213.49000549316406,236.16000366210938,208.4199981689453,235.5399932861328,332232000
218.27000427246094,218.83999633789062,209.97000122070312,213.30999755859375,287881900
217.89999389648438,225.02000427246094,217.67999267578125,221.0,190172600
188.3800048828125,225.6199951171875,187.33999633789062,217.00999450683594,366947800
198.14999389648438,200.61000061035156,169.2100067138672,177.1999969482422,674901700
